0,0,0.146447
0,1,0.146447
0,2,0.146447
0,3,0.146447
0,4,0.146447
0,5,0.146447
0,6,0.146447
0,7,0.146447
0,8,0.146447
0,9,0.146447
0,10,0.146447
0,11,0.146447
0,12,0.146447
0,13,0.146447
0,14,0.146447
0,15,0.146447
0,16,0.146447
0,17,0.146447
0,18,0.146447
0,19,0.146447
0,20,0.146447
0,21,0.146447
0,22,0.146447
0,23,0.146447
0,24,0.146447
0,25,0.146447
0,26,0.146447
0,27,0.146447
0,28,0.146447
0,29,0.146447
0,30,0.146447
0,31,0.146447
0,32,0.146447
0,33,0.146447
0,34,0.146447
0,35,0.146447
0,36,0.146447
0,37,0.146447
0,38,0.146447
0,39,0.146447
0,40,0.146447
0,41,0.146447
0,42,0.146447
0,43,0.146447
0,44,0.146447
0,45,0.146447
0,46,0.146447
0,47,0.146447
0,48,0.146447
0,49,0.146447
1,0,0.146447
1,1,0.146447
1,2,0.146447
1,3,0.146447
1,4,0.146447
1,5,0.146447
1,6,0.146447
1,7,0.146447
1,8,0.146447
1,9,0.146447
1,10,0.146447
1,11,0.146447
1,12,0.146447
1,13,0.146447
1,14,0.146447
1,15,0.146447
1,16,0.146447
1,17,0.146447
1,18,0.146447
1,19,0.146447
1,20,0.146447
1,21,0.146447
1,22,0.146447
1,23,0.146447
1,24,0.146447
1,25,0.146447
1,26,0.146447
1,27,0.146447
1,28,0.146447
1,29,0.146447
1,30,0.146447
1,31,0.146447
1,32,0.146447
1,33,0.146447
1,34,0.146447
1,35,0.146447
1,36,0.146447
1,37,0.146447
1,38,0.146447
1,39,0.146447
1,40,0.146447
1,41,0.146447
1,42,0.146447
1,43,0.146447
1,44,0.146447
1,45,0.146447
1,46,0.146447
1,47,0.146447
1,48,0.146447
1,49,0.146447
2,0,0.146447
2,1,0.146447
2,2,0.146447
2,3,0.146447
2,4,0.146447
2,5,0.146447
2,6,0.146447
2,7,0.146447
2,8,0.146447
2,9,0.146447
2,10,0.146447
2,11,0.146447
2,12,0.146447
2,13,0.146447
2,14,0.146447
2,15,0.146447
2,16,0.146447
2,17,0.146447
2,18,0.146447
2,19,0.146447
2,20,0.146447
2,21,0.146447
2,22,0.146447
2,23,0.146447
2,24,0.146447
2,25,0.146447
2,26,0.146447
2,27,0.146447
2,28,0.146447
2,29,0.146447
2,30,0.146447
2,31,0.146447
2,32,0.146447
2,33,0.146447
2,34,0.146447
2,35,0.146447
2,36,0.146447
2,37,0.146447
2,38,0.146447
2,39,0.146447
2,40,0.146447
2,41,0.146447
2,42,0.146447
2,43,0.146447
2,44,0.146447
2,45,0.146447
2,46,0.146447
2,47,0.146447
2,48,0.146447
2,49,0.146447
3,0,0.146447
3,1,0.146447
3,2,0.146447
3,3,0.146447
3,4,0.146447
3,5,0.146447
3,6,0.146447
3,7,0.146447
3,8,0.146447
3,9,0.146447
3,10,0.146447
3,11,0.146447
3,12,0.146447
3,13,0.146447
3,14,0.146447
3,15,0.146447
3,16,0.146447
3,17,0.146447
3,18,0.146447
3,19,0.146447
3,20,0.146447
3,21,0.146447
3,22,0.146447
3,23,0.146447
3,24,0.146447
3,25,0.146447
3,26,0.146447
3,27,0.146447
3,28,0.146447
3,29,0.146447
3,30,0.146447
3,31,0.146447
3,32,0.146447
3,33,0.146447
3,34,0.146447
3,35,0.146447
3,36,0.146447
3,37,0.146447
3,38,0.146447
3,39,0.146447
3,40,0.146447
3,41,0.146447
3,42,0.146447
3,43,0.146447
3,44,0.146447
3,45,0.146447
3,46,0.146447
3,47,0.146447
3,48,0.146447
3,49,0.146447
4,0,0.146447
4,1,0.146447
4,2,0.146447
4,3,0.146447
4,4,0.146447
4,5,0.146447
4,6,0.146447
4,7,0.146447
4,8,0.146447
4,9,0.146447
4,10,0.146447
4,11,0.146447
4,12,0.146447
4,13,0.146447
4,14,0.146447
4,15,0.146447
4,16,0.146447
4,17,0.146447
4,18,0.146447
4,19,0.146447
4,20,0.146447
4,21,0.146447
4,22,0.146447
4,23,0.146447
4,24,0.146447
4,25,0.146447
4,26,0.146447
4,27,0.146447
4,28,0.146447
4,29,0.146447
4,30,0.146447
4,31,0.146447
4,32,0.146447
4,33,0.146447
4,34,0.146447
4,35,0.146447
4,36,0.146447
4,37,0.146447
4,38,0.146447
4,39,0.146447
4,40,0.146447
4,41,0.146447
4,42,0.146447
4,43,0.146447
4,44,0.146447
4,45,0.146447
4,46,0.146447
4,47,0.146447
4,48,0.146447
4,49,0.146447
5,0,0.146447
5,1,0.146447
5,2,0.146447
5,3,0.146447
5,4,0.146447
5,5,0.146447
5,6,0.146447
5,7,0.146447
5,8,0.146447
5,9,0.146447
5,10,0.146447
5,11,0.146447
5,12,0.146447
5,13,0.146447
5,14,0.146447
5,15,0.146447
5,16,0.146447
5,17,0.146447
5,18,0.146447
5,19,0.146447
5,20,0.146447
5,21,0.146447
5,22,0.146447
5,23,0.146447
5,24,0.146447
5,25,0.146447
5,26,0.146447
5,27,0.146447
5,28,0.146447
5,29,0.146447
